evidence_id,alert_id,evidence_type,created_at,source,description,hash
EVD-06139,ALT-002644,PCAP Stream,2026-07-23 13:02:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from SRV-DOMAIN-256 during investigation of DET-T1055-Process_Injection_12,8a41222be5ac9b65
EVD-06140,ALT-002644,Authentication Token,2026-07-23 13:01:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from SRV-DOMAIN-256 during investigation of DET-T1055-Process_Injection_12,22157f5200db0d28
EVD-06141,ALT-002644,Registry Modification,2026-07-23 13:17:00,Active Directory Security Log 4624,Verified Registry Modification captured from SRV-DOMAIN-256 during investigation of DET-T1055-Process_Injection_12,83c1e24e9bf39c25
EVD-06228,ALT-002680,Process Tree & Hash,2026-07-24 10:55:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-WORKSTATION-131 during investigation of DET-T1567-Exfiltration_Over_Web_Service_100,00a3d4ef35f1cc9e
EVD-06229,ALT-002680,PCAP Stream,2026-07-24 10:52:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-WORKSTATION-131 during investigation of DET-T1567-Exfiltration_Over_Web_Service_100,a01e09651a796c3c
EVD-06230,ALT-002680,Authentication Token,2026-07-24 10:56:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-WORKSTATION-131 during investigation of DET-T1567-Exfiltration_Over_Web_Service_100,05e3de0eec2356f9
EVD-06353,ALT-002729,Memory Extraction,2026-08-30 01:34:00,CloudTrail API Audit,Verified Memory Extraction captured from SRV-DOMAIN-424 during investigation of DET-T1070-Indicator_Removal_on_Host_24,3780d911d9ee9a7a
EVD-06354,ALT-002729,Process Tree & Hash,2026-08-30 01:45:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from SRV-DOMAIN-424 during investigation of DET-T1070-Indicator_Removal_on_Host_24,cd2eee5a10bf80b4
EVD-06355,ALT-002729,PCAP Stream,2026-08-30 01:53:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from SRV-DOMAIN-424 during investigation of DET-T1070-Indicator_Removal_on_Host_24,54aa59bfae4e71b5
EVD-06356,ALT-002729,Authentication Token,2026-08-30 01:44:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from SRV-DOMAIN-424 during investigation of DET-T1070-Indicator_Removal_on_Host_24,9fcc539bef028e81
EVD-06357,ALT-002729,Registry Modification,2026-08-30 01:32:00,Active Directory Security Log 4624,Verified Registry Modification captured from SRV-DOMAIN-424 during investigation of DET-T1070-Indicator_Removal_on_Host_24,1c478f14c0c24f27
EVD-06361,ALT-002733,Registry Modification,2026-06-22 07:26:00,Active Directory Security Log 4624,Verified Registry Modification captured from SRV-DOMAIN-344 during investigation of DET-T1053-Scheduled_Task/Job_03,d26bf16f5fe9f213
EVD-06362,ALT-002733,Memory Extraction,2026-06-22 07:23:00,CloudTrail API Audit,Verified Memory Extraction captured from SRV-DOMAIN-344 during investigation of DET-T1053-Scheduled_Task/Job_03,3b127a91d0a764f0
EVD-06363,ALT-002733,Process Tree & Hash,2026-06-22 07:09:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from SRV-DOMAIN-344 during investigation of DET-T1053-Scheduled_Task/Job_03,c85dfa9e2bef0d17
EVD-06364,ALT-002733,PCAP Stream,2026-06-22 07:06:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from SRV-DOMAIN-344 during investigation of DET-T1053-Scheduled_Task/Job_03,47061b9c9cc7fed5
EVD-06365,ALT-002733,Authentication Token,2026-06-22 07:15:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from SRV-DOMAIN-344 during investigation of DET-T1053-Scheduled_Task/Job_03,9648c32a5084346f
EVD-06526,ALT-002801,PCAP Stream,2026-07-04 13:20:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-FIREWALL-126 during investigation of DET-T1562-Impair_Defenses_52,e3a2148c15927f82
EVD-06527,ALT-002801,Authentication Token,2026-07-04 13:19:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-FIREWALL-126 during investigation of DET-T1562-Impair_Defenses_52,2144c5fdd84f8837
EVD-06528,ALT-002801,Registry Modification,2026-07-04 13:23:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-FIREWALL-126 during investigation of DET-T1562-Impair_Defenses_52,200df8f4f4388c26
EVD-06616,ALT-002837,Authentication Token,2026-06-16 17:28:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from SRV-DOMAIN-312 during investigation of DET-T1059-Command_and_Scripting_Interpreter_46,8562a9887aeef31d
EVD-06617,ALT-002837,Registry Modification,2026-06-16 17:22:00,Active Directory Security Log 4624,Verified Registry Modification captured from SRV-DOMAIN-312 during investigation of DET-T1059-Command_and_Scripting_Interpreter_46,6e2e17dcc4fd4f55
EVD-06618,ALT-002837,Memory Extraction,2026-06-16 17:31:00,CloudTrail API Audit,Verified Memory Extraction captured from SRV-DOMAIN-312 during investigation of DET-T1059-Command_and_Scripting_Interpreter_46,2b139d96ca49f0b5
EVD-06619,ALT-002837,Process Tree & Hash,2026-06-16 17:20:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from SRV-DOMAIN-312 during investigation of DET-T1059-Command_and_Scripting_Interpreter_46,2adcfa6560e7afb8
EVD-06686,ALT-002868,Registry Modification,2026-08-20 04:58:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-CLOUD-101 during investigation of DET-T1021-Remote_Services_79,5399f19656d553da
EVD-06687,ALT-002868,Memory Extraction,2026-08-20 04:51:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-CLOUD-101 during investigation of DET-T1021-Remote_Services_79,d7803a2cc5c0a8b4
EVD-06688,ALT-002868,Process Tree & Hash,2026-08-20 04:58:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-CLOUD-101 during investigation of DET-T1021-Remote_Services_79,b4f096af74ce971f
EVD-06689,ALT-002868,PCAP Stream,2026-08-20 04:58:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-CLOUD-101 during investigation of DET-T1021-Remote_Services_79,5f66fdcc4dad040c
EVD-06690,ALT-002868,Authentication Token,2026-08-20 05:00:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-CLOUD-101 during investigation of DET-T1021-Remote_Services_79,dfbe5ec21beaed20
EVD-07011,ALT-003005,Process Tree & Hash,2026-07-08 21:21:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-WORKSTATION-219 during investigation of DET-T1055-Process_Injection_12,d36ed060d3702a96
EVD-07012,ALT-003005,PCAP Stream,2026-07-08 21:21:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-WORKSTATION-219 during investigation of DET-T1055-Process_Injection_12,bc54d5454c08482b
EVD-07013,ALT-003005,Authentication Token,2026-07-08 21:28:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-WORKSTATION-219 during investigation of DET-T1055-Process_Injection_12,c5bebbe04f8ce0da
EVD-07014,ALT-003005,Registry Modification,2026-07-08 21:31:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-WORKSTATION-219 during investigation of DET-T1055-Process_Injection_12,ad36bba1eb22fa71
EVD-07036,ALT-003017,Authentication Token,2026-07-21 04:21:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-PAYMENT-314 during investigation of DET-T1059-Command_and_Scripting_Interpreter_61,bbf0c297a2ca62ca
EVD-07037,ALT-003017,Registry Modification,2026-07-21 04:40:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-PAYMENT-314 during investigation of DET-T1059-Command_and_Scripting_Interpreter_61,0fb3870c0ded3d32
EVD-07038,ALT-003017,Memory Extraction,2026-07-21 04:34:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-PAYMENT-314 during investigation of DET-T1059-Command_and_Scripting_Interpreter_61,e6a163973c18a164
EVD-07039,ALT-003017,Process Tree & Hash,2026-07-21 04:12:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-PAYMENT-314 during investigation of DET-T1059-Command_and_Scripting_Interpreter_61,074a1bb4d50e8f23
EVD-07040,ALT-003017,PCAP Stream,2026-07-21 04:44:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-PAYMENT-314 during investigation of DET-T1059-Command_and_Scripting_Interpreter_61,542e8d803ed1aa46
EVD-07083,ALT-003040,Process Tree & Hash,2026-06-21 01:14:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-PAYMENT-170 during investigation of DET-T1053-Scheduled_Task/Job_63,71265e15040c5a6b
EVD-07084,ALT-003040,PCAP Stream,2026-06-21 01:09:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-PAYMENT-170 during investigation of DET-T1053-Scheduled_Task/Job_63,285c79c329eaef32
EVD-07085,ALT-003040,Authentication Token,2026-06-21 01:18:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-PAYMENT-170 during investigation of DET-T1053-Scheduled_Task/Job_63,46c81a5cb9d8379b
EVD-07086,ALT-003040,Registry Modification,2026-06-21 01:16:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-PAYMENT-170 during investigation of DET-T1053-Scheduled_Task/Job_63,a179d6b3e16c5931
EVD-07087,ALT-003040,Memory Extraction,2026-06-21 01:15:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-PAYMENT-170 during investigation of DET-T1053-Scheduled_Task/Job_63,8a54fcc1cc54d415
EVD-07115,ALT-003053,Registry Modification,2026-06-18 17:40:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-API-132 during investigation of DET-T1566-Phishing_32,e0529fb087d4f856
EVD-07116,ALT-003053,Memory Extraction,2026-06-18 17:41:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-API-132 during investigation of DET-T1566-Phishing_32,f879bf7ab0998a70
EVD-07117,ALT-003053,Process Tree & Hash,2026-06-18 17:42:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-API-132 during investigation of DET-T1566-Phishing_32,eda3385d289ceb20
EVD-07118,ALT-003053,PCAP Stream,2026-06-18 18:07:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-API-132 during investigation of DET-T1566-Phishing_32,5ac08d3595cb18ae
EVD-07119,ALT-003053,Authentication Token,2026-06-18 17:51:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-API-132 during investigation of DET-T1566-Phishing_32,40b375f252031633
EVD-07170,ALT-003080,Process Tree & Hash,2026-07-14 11:59:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from SRV-DOMAIN-112 during investigation of DET-T1046-Network_Service_Discovery_06,d3b7ae05a4671d1b
EVD-07171,ALT-003080,PCAP Stream,2026-07-14 12:05:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from SRV-DOMAIN-112 during investigation of DET-T1046-Network_Service_Discovery_06,7486535d8c6d101b
EVD-07172,ALT-003080,Authentication Token,2026-07-14 12:08:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from SRV-DOMAIN-112 during investigation of DET-T1046-Network_Service_Discovery_06,1ee4cffcc298be4a
EVD-07177,ALT-003082,Authentication Token,2026-07-31 08:11:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-PAYMENT-106 during investigation of DET-T1110-Brute_Force_68,a67804d009c115ce
EVD-07178,ALT-003082,Registry Modification,2026-07-31 08:07:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-PAYMENT-106 during investigation of DET-T1110-Brute_Force_68,bffc0499a0494af0
EVD-07179,ALT-003082,Memory Extraction,2026-07-31 08:12:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-PAYMENT-106 during investigation of DET-T1110-Brute_Force_68,38546b763f30784e
EVD-07180,ALT-003082,Process Tree & Hash,2026-07-31 08:03:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-PAYMENT-106 during investigation of DET-T1110-Brute_Force_68,594115e2638e48d1
EVD-07181,ALT-003082,PCAP Stream,2026-07-31 08:07:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-PAYMENT-106 during investigation of DET-T1110-Brute_Force_68,d244d4571fefbf67
EVD-07329,ALT-003150,Process Tree & Hash,2026-08-18 18:57:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-FIREWALL-310 during investigation of DET-T1562-Impair_Defenses_82,de5199b02392a42e
EVD-07330,ALT-003150,PCAP Stream,2026-08-18 19:09:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-FIREWALL-310 during investigation of DET-T1562-Impair_Defenses_82,0e38aef7d0701dc6
EVD-07331,ALT-003150,Authentication Token,2026-08-18 19:09:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-FIREWALL-310 during investigation of DET-T1562-Impair_Defenses_82,5280196a190ef82a
EVD-07332,ALT-003150,Registry Modification,2026-08-18 19:00:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-FIREWALL-310 during investigation of DET-T1562-Impair_Defenses_82,1619db24278bed3b
EVD-07333,ALT-003150,Memory Extraction,2026-08-18 19:08:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-FIREWALL-310 during investigation of DET-T1562-Impair_Defenses_82,a8c28f147cf85086
EVD-07500,ALT-003225,Process Tree & Hash,2026-06-18 08:05:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-PAYMENT-082 during investigation of DET-T1053-Scheduled_Task/Job_33,b9b7287f2141555a
EVD-07501,ALT-003225,PCAP Stream,2026-06-18 08:11:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-PAYMENT-082 during investigation of DET-T1053-Scheduled_Task/Job_33,a3f948384235db67
EVD-07502,ALT-003225,Authentication Token,2026-06-18 08:00:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-PAYMENT-082 during investigation of DET-T1053-Scheduled_Task/Job_33,16cf863281f0ad98
EVD-07503,ALT-003225,Registry Modification,2026-06-18 08:11:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-PAYMENT-082 during investigation of DET-T1053-Scheduled_Task/Job_33,f254aeb6ac6ba1f6
EVD-07619,ALT-003270,Process Tree & Hash,2026-07-30 09:51:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-FIREWALL-486 during investigation of DET-T1055-Process_Injection_87,6e666100bdc87c4c
EVD-07620,ALT-003270,PCAP Stream,2026-07-30 09:41:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-FIREWALL-486 during investigation of DET-T1055-Process_Injection_87,547d574d6da022a4
EVD-07621,ALT-003270,Authentication Token,2026-07-30 09:37:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-FIREWALL-486 during investigation of DET-T1055-Process_Injection_87,26976e1ed1d94827
EVD-07703,ALT-003306,PCAP Stream,2026-08-04 02:08:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-FIREWALL-086 during investigation of DET-T1070-Indicator_Removal_on_Host_54,197f68434cd9cbf1
EVD-07704,ALT-003306,Authentication Token,2026-08-04 01:42:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-FIREWALL-086 during investigation of DET-T1070-Indicator_Removal_on_Host_54,3024e3d6c8367ace
EVD-07705,ALT-003306,Registry Modification,2026-08-04 02:06:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-FIREWALL-086 during investigation of DET-T1070-Indicator_Removal_on_Host_54,643c0e46e24159fc
EVD-07706,ALT-003306,Memory Extraction,2026-08-04 01:47:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-FIREWALL-086 during investigation of DET-T1070-Indicator_Removal_on_Host_54,9f5d985c105e24c1
EVD-07707,ALT-003306,Process Tree & Hash,2026-08-04 02:01:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-FIREWALL-086 during investigation of DET-T1070-Indicator_Removal_on_Host_54,3532e227f1de8f75
EVD-07719,ALT-003310,Process Tree & Hash,2026-08-08 03:55:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from SRV-DATABASE-097 during investigation of DET-T1567-Exfiltration_Over_Web_Service_100,7a48fe6ab4ee6863
EVD-07720,ALT-003310,PCAP Stream,2026-08-08 04:04:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from SRV-DATABASE-097 during investigation of DET-T1567-Exfiltration_Over_Web_Service_100,b7c54f0290ef2ca0
EVD-07721,ALT-003310,Authentication Token,2026-08-08 03:54:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from SRV-DATABASE-097 during investigation of DET-T1567-Exfiltration_Over_Web_Service_100,c8a591715fec70b0
EVD-07722,ALT-003310,Registry Modification,2026-08-08 04:01:00,Active Directory Security Log 4624,Verified Registry Modification captured from SRV-DATABASE-097 during investigation of DET-T1567-Exfiltration_Over_Web_Service_100,ad0dfe93c7f849b8
EVD-07873,ALT-003368,Registry Modification,2026-08-05 11:06:00,Active Directory Security Log 4624,Verified Registry Modification captured from SRV-DATABASE-201 during investigation of DET-T1055-Process_Injection_57,2e028199c16a0b08
EVD-07874,ALT-003368,Memory Extraction,2026-08-05 10:53:00,CloudTrail API Audit,Verified Memory Extraction captured from SRV-DATABASE-201 during investigation of DET-T1055-Process_Injection_57,9eb8fa505a3475c5
EVD-07875,ALT-003368,Process Tree & Hash,2026-08-05 10:56:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from SRV-DATABASE-201 during investigation of DET-T1055-Process_Injection_57,1e1a65a66616b6cf
EVD-07876,ALT-003368,PCAP Stream,2026-08-05 11:09:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from SRV-DATABASE-201 during investigation of DET-T1055-Process_Injection_57,0f6d58a28fa91c68
EVD-07877,ALT-003368,Authentication Token,2026-08-05 11:10:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from SRV-DATABASE-201 during investigation of DET-T1055-Process_Injection_57,19c3b6f181863149
EVD-08026,ALT-003437,Authentication Token,2026-07-13 20:02:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-WORKSTATION-251 during investigation of DET-T1110-Brute_Force_68,efda591d474e5667
EVD-08027,ALT-003437,Registry Modification,2026-07-13 20:11:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-WORKSTATION-251 during investigation of DET-T1110-Brute_Force_68,17e5f69d107256a7
EVD-08028,ALT-003437,Memory Extraction,2026-07-13 20:02:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-WORKSTATION-251 during investigation of DET-T1110-Brute_Force_68,c022f91197b50d67
EVD-08029,ALT-003437,Process Tree & Hash,2026-07-13 20:12:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-WORKSTATION-251 during investigation of DET-T1110-Brute_Force_68,cade1a636d57475b
EVD-08102,ALT-003471,PCAP Stream,2026-09-04 13:22:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-PAYMENT-394 during investigation of DET-T1078-Valid_Accounts_45,ce083ef3b5c52b2e
EVD-08103,ALT-003471,Authentication Token,2026-09-04 13:28:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-PAYMENT-394 during investigation of DET-T1078-Valid_Accounts_45,c0e1ebab8f0ca079
EVD-08104,ALT-003471,Registry Modification,2026-09-04 13:25:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-PAYMENT-394 during investigation of DET-T1078-Valid_Accounts_45,c5e9992bee6345bd
EVD-08105,ALT-003471,Memory Extraction,2026-09-04 13:06:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-PAYMENT-394 during investigation of DET-T1078-Valid_Accounts_45,c83f827755b79a01
EVD-08106,ALT-003471,Process Tree & Hash,2026-09-04 13:15:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-PAYMENT-394 during investigation of DET-T1078-Valid_Accounts_45,37642b24a36f5058
EVD-08296,ALT-003563,Registry Modification,2026-06-21 11:58:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-IDENTITY-375 during investigation of DET-T1110-Brute_Force_23,eb140318de740014
EVD-08297,ALT-003563,Memory Extraction,2026-06-21 12:19:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-IDENTITY-375 during investigation of DET-T1110-Brute_Force_23,cf2af39d49611c19
EVD-08298,ALT-003563,Process Tree & Hash,2026-06-21 12:04:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-IDENTITY-375 during investigation of DET-T1110-Brute_Force_23,bdc25358baea641a
EVD-08372,ALT-003595,Process Tree & Hash,2026-06-27 19:37:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-CLOUD-085 during investigation of DET-T1190-Exploit_Public-Facing_Application_44,0a09b59aaf21d11a
EVD-08373,ALT-003595,PCAP Stream,2026-06-27 19:21:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-CLOUD-085 during investigation of DET-T1190-Exploit_Public-Facing_Application_44,f4e70510e411d55a
EVD-08374,ALT-003595,Authentication Token,2026-06-27 19:24:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-CLOUD-085 during investigation of DET-T1190-Exploit_Public-Facing_Application_44,a2e8dcf9f5b7c53f
EVD-08375,ALT-003595,Registry Modification,2026-06-27 19:31:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-CLOUD-085 during investigation of DET-T1190-Exploit_Public-Facing_Application_44,497e0916f522e6f0
EVD-08376,ALT-003595,Memory Extraction,2026-06-27 19:35:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-CLOUD-085 during investigation of DET-T1190-Exploit_Public-Facing_Application_44,b649a0ff5ffd8034
EVD-08419,ALT-003615,Process Tree & Hash,2026-07-31 09:17:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-FIREWALL-110 during investigation of DET-T1078-Valid_Accounts_45,46e80deb514f8f7f
EVD-08420,ALT-003615,PCAP Stream,2026-07-31 09:23:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-FIREWALL-110 during investigation of DET-T1078-Valid_Accounts_45,cc76a3c1a2085129
EVD-08421,ALT-003615,Authentication Token,2026-07-31 09:26:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-FIREWALL-110 during investigation of DET-T1078-Valid_Accounts_45,64a4e7a6b89e80f2
EVD-08422,ALT-003615,Registry Modification,2026-07-31 09:07:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-FIREWALL-110 during investigation of DET-T1078-Valid_Accounts_45,054bd5cb06fa7c89
EVD-08423,ALT-003615,Memory Extraction,2026-07-31 09:23:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-FIREWALL-110 during investigation of DET-T1078-Valid_Accounts_45,67b4bbdbfd4e967b
EVD-08424,ALT-003616,PCAP Stream,2026-06-17 18:50:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-API-164 during investigation of DET-T1190-Exploit_Public-Facing_Application_14,29e18f31a8d2f2a0
EVD-08425,ALT-003616,Authentication Token,2026-06-17 18:46:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-API-164 during investigation of DET-T1190-Exploit_Public-Facing_Application_14,7de4d609ce7cf5b1
EVD-08426,ALT-003616,Registry Modification,2026-06-17 18:48:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-API-164 during investigation of DET-T1190-Exploit_Public-Facing_Application_14,880ee7cefe63d012
EVD-08437,ALT-003622,Authentication Token,2026-08-29 21:20:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-PAYMENT-298 during investigation of DET-T1567-Exfiltration_Over_Web_Service_70,86b460877224ab19
EVD-08438,ALT-003622,Registry Modification,2026-08-29 21:27:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-PAYMENT-298 during investigation of DET-T1567-Exfiltration_Over_Web_Service_70,b1996776ca0ccbe0
EVD-08439,ALT-003622,Memory Extraction,2026-08-29 21:30:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-PAYMENT-298 during investigation of DET-T1567-Exfiltration_Over_Web_Service_70,eca55934d2b6f971
EVD-08440,ALT-003622,Process Tree & Hash,2026-08-29 21:33:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-PAYMENT-298 during investigation of DET-T1567-Exfiltration_Over_Web_Service_70,d9553db648f0edd3
EVD-08441,ALT-003622,PCAP Stream,2026-08-29 21:25:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-PAYMENT-298 during investigation of DET-T1567-Exfiltration_Over_Web_Service_70,c087dec750342412
EVD-08501,ALT-003649,Memory Extraction,2026-07-25 11:53:00,CloudTrail API Audit,Verified Memory Extraction captured from SRV-DOMAIN-184 during investigation of DET-T1003-OS_Credential_Dumping_05,2191c78a18ce5507
EVD-08502,ALT-003649,Process Tree & Hash,2026-07-25 11:36:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from SRV-DOMAIN-184 during investigation of DET-T1003-OS_Credential_Dumping_05,fd4d263c76809241
EVD-08503,ALT-003649,PCAP Stream,2026-07-25 11:43:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from SRV-DOMAIN-184 during investigation of DET-T1003-OS_Credential_Dumping_05,643be46117da58cf
EVD-08504,ALT-003649,Authentication Token,2026-07-25 11:38:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from SRV-DOMAIN-184 during investigation of DET-T1003-OS_Credential_Dumping_05,58a95274cbf75efe
EVD-08518,ALT-003658,Registry Modification,2026-06-25 01:25:00,Active Directory Security Log 4624,Verified Registry Modification captured from SRV-DOMAIN-144 during investigation of DET-T1110-Brute_Force_38,deb126e2f1074cf3
EVD-08519,ALT-003658,Memory Extraction,2026-06-25 01:35:00,CloudTrail API Audit,Verified Memory Extraction captured from SRV-DOMAIN-144 during investigation of DET-T1110-Brute_Force_38,51ec02952f7c4889
EVD-08520,ALT-003658,Process Tree & Hash,2026-06-25 01:43:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from SRV-DOMAIN-144 during investigation of DET-T1110-Brute_Force_38,89e86f64bce7b7f8
EVD-08521,ALT-003658,PCAP Stream,2026-06-25 01:31:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from SRV-DOMAIN-144 during investigation of DET-T1110-Brute_Force_38,a30f9f02101c3710
EVD-08522,ALT-003658,Authentication Token,2026-06-25 01:27:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from SRV-DOMAIN-144 during investigation of DET-T1110-Brute_Force_38,cc6f7373cde334f4
EVD-08610,ALT-003695,Process Tree & Hash,2026-08-16 12:51:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-API-268 during investigation of DET-T1070-Indicator_Removal_on_Host_09,534b92743237e6c7
EVD-08611,ALT-003695,PCAP Stream,2026-08-16 12:55:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-API-268 during investigation of DET-T1070-Indicator_Removal_on_Host_09,773e0d360fea57e0
EVD-08612,ALT-003695,Authentication Token,2026-08-16 13:02:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-API-268 during investigation of DET-T1070-Indicator_Removal_on_Host_09,20ed3b7a016c1ddb
EVD-08613,ALT-003695,Registry Modification,2026-08-16 12:50:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-API-268 during investigation of DET-T1070-Indicator_Removal_on_Host_09,5299604380bffa4c
EVD-08747,ALT-003757,Authentication Token,2026-06-18 20:23:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-PAYMENT-290 during investigation of DET-T1562-Impair_Defenses_67,7429871b75e46413
