evidence_id,alert_id,evidence_type,created_at,source,description,hash
EVD-05808,ALT-002509,Authentication Token,2026-07-21 03:52:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-FIREWALL-078 during investigation of DET-T1567-Exfiltration_Over_Web_Service_85",a453752fa59adbd4
EVD-05809,ALT-002515,Process Tree & Hash,2026-08-15 13:16:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from SRV-DOMAIN-160 during investigation of DET-T1003-OS_Credential_Dumping_20",6f9c0ac231ab96b2
EVD-05810,ALT-002515,PCAP Stream,2026-08-15 13:17:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from SRV-DOMAIN-160 during investigation of DET-T1003-OS_Credential_Dumping_20",60b5b8136d4913a6
EVD-05811,ALT-002515,Authentication Token,2026-08-15 13:27:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from SRV-DOMAIN-160 during investigation of DET-T1003-OS_Credential_Dumping_20",916deb16af84f896
EVD-05812,ALT-002515,Registry Modification,2026-08-15 13:15:00,Active Directory Security Log 4624,"Verified Registry Modification captured from SRV-DOMAIN-160 during investigation of DET-T1003-OS_Credential_Dumping_20",41966887a038224f
EVD-05813,ALT-002515,Memory Extraction,2026-08-15 13:34:00,CloudTrail API Audit,"Verified Memory Extraction captured from SRV-DOMAIN-160 during investigation of DET-T1003-OS_Credential_Dumping_20",03b1739c73cd4777
EVD-05814,ALT-002516,PCAP Stream,2026-07-03 14:15:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-FIREWALL-470 during investigation of DET-T1053-Scheduled_Task/Job_78",477642a9c2b1c5a3
EVD-05815,ALT-002516,Authentication Token,2026-07-03 14:07:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-FIREWALL-470 during investigation of DET-T1053-Scheduled_Task/Job_78",af35a99b41c74eab
EVD-05816,ALT-002516,Registry Modification,2026-07-03 14:10:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-FIREWALL-470 during investigation of DET-T1053-Scheduled_Task/Job_78",17d74b56f10f3317
EVD-05817,ALT-002516,Memory Extraction,2026-07-03 14:14:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-FIREWALL-470 during investigation of DET-T1053-Scheduled_Task/Job_78",eb3a7a6dfb8d986a
EVD-05818,ALT-002516,Process Tree & Hash,2026-07-03 14:19:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-FIREWALL-470 during investigation of DET-T1053-Scheduled_Task/Job_78",6c122597884a6161
EVD-05819,ALT-002518,Registry Modification,2026-07-14 10:23:00,Active Directory Security Log 4624,"Verified Registry Modification captured from SRV-DATABASE-385 during investigation of DET-T1021-Remote_Services_34",4fb9aaca9b40bc2e
EVD-05820,ALT-002518,Memory Extraction,2026-07-14 10:29:00,CloudTrail API Audit,"Verified Memory Extraction captured from SRV-DATABASE-385 during investigation of DET-T1021-Remote_Services_34",c15d4a151789f259
EVD-05821,ALT-002518,Process Tree & Hash,2026-07-14 10:41:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from SRV-DATABASE-385 during investigation of DET-T1021-Remote_Services_34",53ff3500744e8c28
EVD-05822,ALT-002518,PCAP Stream,2026-07-14 10:40:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from SRV-DATABASE-385 during investigation of DET-T1021-Remote_Services_34",ee0ef0269a9f315e
EVD-05823,ALT-002518,Authentication Token,2026-07-14 10:40:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from SRV-DATABASE-385 during investigation of DET-T1021-Remote_Services_34",17eaefaf233b0d9b
EVD-05824,ALT-002519,Memory Extraction,2026-08-07 06:42:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-PAYMENT-434 during investigation of DET-T1078-Valid_Accounts_30",591b303c245f9e2e
EVD-05825,ALT-002519,Process Tree & Hash,2026-08-07 06:42:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-PAYMENT-434 during investigation of DET-T1078-Valid_Accounts_30",2f028c8f91612f83
EVD-05826,ALT-002519,PCAP Stream,2026-08-07 06:53:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-PAYMENT-434 during investigation of DET-T1078-Valid_Accounts_30",44a98303b4c687d2
EVD-05827,ALT-002520,Process Tree & Hash,2026-07-08 02:34:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-IDENTITY-167 during investigation of DET-T1110-Brute_Force_08",85a903d1205e8151
EVD-05828,ALT-002520,PCAP Stream,2026-07-08 02:52:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-IDENTITY-167 during investigation of DET-T1110-Brute_Force_08",0dc46569cc7d77a1
EVD-05829,ALT-002520,Authentication Token,2026-07-08 02:54:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-IDENTITY-167 during investigation of DET-T1110-Brute_Force_08",503894e1d486fd5e
EVD-05830,ALT-002522,Authentication Token,2026-07-15 04:52:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from SRV-DOMAIN-160 during investigation of DET-T1046-Network_Service_Discovery_81",a9518e48921c8a22
EVD-05831,ALT-002522,Registry Modification,2026-07-15 05:13:00,Active Directory Security Log 4624,"Verified Registry Modification captured from SRV-DOMAIN-160 during investigation of DET-T1046-Network_Service_Discovery_81",2532fb6e97f1bd3e
EVD-05832,ALT-002522,Memory Extraction,2026-07-15 04:59:00,CloudTrail API Audit,"Verified Memory Extraction captured from SRV-DOMAIN-160 during investigation of DET-T1046-Network_Service_Discovery_81",b11c56b4748f0292
EVD-05833,ALT-002526,PCAP Stream,2026-08-13 06:45:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-API-036 during investigation of DET-T1053-Scheduled_Task/Job_78",2205e09722429f94
EVD-05834,ALT-002526,Authentication Token,2026-08-13 07:03:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-API-036 during investigation of DET-T1053-Scheduled_Task/Job_78",82c427fc2fc301c8
EVD-05835,ALT-002526,Registry Modification,2026-08-13 06:41:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-API-036 during investigation of DET-T1053-Scheduled_Task/Job_78",99c4ba7b9b97b1d3
EVD-05836,ALT-002527,Authentication Token,2026-09-10 04:13:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-CLOUD-421 during investigation of DET-T1562-Impair_Defenses_37",c63208ae378d3fff
EVD-05837,ALT-002527,Registry Modification,2026-09-10 04:15:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-CLOUD-421 during investigation of DET-T1562-Impair_Defenses_37",cf2efca77c6e526c
EVD-05838,ALT-002527,Memory Extraction,2026-09-10 04:22:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-CLOUD-421 during investigation of DET-T1562-Impair_Defenses_37",7b82c2aec8e9a746
EVD-05839,ALT-002527,Process Tree & Hash,2026-09-10 04:17:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-CLOUD-421 during investigation of DET-T1562-Impair_Defenses_37",3fc9082eabcfcd3d
EVD-05840,ALT-002527,PCAP Stream,2026-09-10 04:33:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-CLOUD-421 during investigation of DET-T1562-Impair_Defenses_37",22f94b796029134d
EVD-05841,ALT-002528,Registry Modification,2026-07-02 05:20:00,Active Directory Security Log 4624,"Verified Registry Modification captured from SRV-DOMAIN-312 during investigation of DET-T1059-Command_and_Scripting_Interpreter_31",f3cfa1ccf7fa0177
EVD-05842,ALT-002528,Memory Extraction,2026-07-02 05:15:00,CloudTrail API Audit,"Verified Memory Extraction captured from SRV-DOMAIN-312 during investigation of DET-T1059-Command_and_Scripting_Interpreter_31",fc11566a54771dd0
EVD-05843,ALT-002528,Process Tree & Hash,2026-07-02 05:07:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from SRV-DOMAIN-312 during investigation of DET-T1059-Command_and_Scripting_Interpreter_31",46490bd1f0b7def4
EVD-05844,ALT-002529,Memory Extraction,2026-07-23 22:45:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-PAYMENT-018 during investigation of DET-T1566-Phishing_92",1770197d27690884
EVD-05845,ALT-002529,Process Tree & Hash,2026-07-23 22:47:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-PAYMENT-018 during investigation of DET-T1566-Phishing_92",d93f82a8cc73ecf8
EVD-05846,ALT-002529,PCAP Stream,2026-07-23 22:36:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-PAYMENT-018 during investigation of DET-T1566-Phishing_92",e36618be32d32e15
EVD-05847,ALT-002529,Authentication Token,2026-07-23 22:38:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-PAYMENT-018 during investigation of DET-T1566-Phishing_92",c23ef0d7729e37f5
EVD-05848,ALT-002531,PCAP Stream,2026-07-14 04:05:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-PAYMENT-066 during investigation of DET-T1021-Remote_Services_34",e1f428fa78f492ff
EVD-05849,ALT-002531,Authentication Token,2026-07-14 03:58:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-PAYMENT-066 during investigation of DET-T1021-Remote_Services_34",cd7157214cf33763
EVD-05850,ALT-002531,Registry Modification,2026-07-14 04:03:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-PAYMENT-066 during investigation of DET-T1021-Remote_Services_34",779a966f7e4ef487
EVD-05851,ALT-002532,Authentication Token,2026-07-01 14:59:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-API-060 during investigation of DET-T1567-Exfiltration_Over_Web_Service_10",d5db89ccb61fcb07
EVD-05852,ALT-002532,Registry Modification,2026-07-01 15:09:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-API-060 during investigation of DET-T1567-Exfiltration_Over_Web_Service_10",d581254ebe996ed0
EVD-05853,ALT-002532,Memory Extraction,2026-07-01 15:16:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-API-060 during investigation of DET-T1567-Exfiltration_Over_Web_Service_10",0bbde4e388f6ab08
EVD-05854,ALT-002533,Registry Modification,2026-09-05 15:07:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-PAYMENT-090 during investigation of DET-T1566-Phishing_77",38c93ee93dc61200
EVD-05855,ALT-002533,Memory Extraction,2026-09-05 15:02:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-PAYMENT-090 during investigation of DET-T1566-Phishing_77",c2b98eb9483a28c2
EVD-05856,ALT-002533,Process Tree & Hash,2026-09-05 15:03:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-PAYMENT-090 during investigation of DET-T1566-Phishing_77",41b5845c77f6a989
EVD-05857,ALT-002533,PCAP Stream,2026-09-05 15:02:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-PAYMENT-090 during investigation of DET-T1566-Phishing_77",4ade4363f727a541
EVD-05858,ALT-002533,Authentication Token,2026-09-05 15:09:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-PAYMENT-090 during investigation of DET-T1566-Phishing_77",572e263b6a5bfeb5
EVD-05859,ALT-002536,PCAP Stream,2026-08-18 20:04:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-WORKSTATION-083 during investigation of DET-T1046-Network_Service_Discovery_66",a66e09fdf4ad2345
EVD-05860,ALT-002536,Authentication Token,2026-08-18 20:03:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-WORKSTATION-083 during investigation of DET-T1046-Network_Service_Discovery_66",0cd6eff7771299be
EVD-05861,ALT-002536,Registry Modification,2026-08-18 19:56:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-WORKSTATION-083 during investigation of DET-T1046-Network_Service_Discovery_66",b222da3888c78609
EVD-05862,ALT-002536,Memory Extraction,2026-08-18 20:03:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-WORKSTATION-083 during investigation of DET-T1046-Network_Service_Discovery_66",ee79d11f8660acae
EVD-05863,ALT-002537,Authentication Token,2026-07-15 18:18:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-WORKSTATION-251 during investigation of DET-T1078-Valid_Accounts_75",ea3d57b27a7715b1
EVD-05864,ALT-002537,Registry Modification,2026-07-15 18:06:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-WORKSTATION-251 during investigation of DET-T1078-Valid_Accounts_75",12fadb00e160afb2
EVD-05865,ALT-002537,Memory Extraction,2026-07-15 18:05:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-WORKSTATION-251 during investigation of DET-T1078-Valid_Accounts_75",4aeeda639c7fb49d
EVD-05866,ALT-002537,Process Tree & Hash,2026-07-15 18:05:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-WORKSTATION-251 during investigation of DET-T1078-Valid_Accounts_75",1d9680f1286b2075
EVD-05867,ALT-002538,Registry Modification,2026-09-02 04:02:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-CLOUD-117 during investigation of DET-T1566-Phishing_02",a5dfc598eef59745
EVD-05868,ALT-002538,Memory Extraction,2026-09-02 04:02:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-CLOUD-117 during investigation of DET-T1566-Phishing_02",53c6ca5e1db64a4a
EVD-05869,ALT-002538,Process Tree & Hash,2026-09-02 04:04:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-CLOUD-117 during investigation of DET-T1566-Phishing_02",43eb4c365f133e04
EVD-05870,ALT-002538,PCAP Stream,2026-09-02 04:10:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-CLOUD-117 during investigation of DET-T1566-Phishing_02",01402c7c28bdfbce
EVD-05871,ALT-002541,PCAP Stream,2026-07-10 16:53:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-API-036 during investigation of DET-T1046-Network_Service_Discovery_66",9e69f065beb88a6e
EVD-05872,ALT-002541,Authentication Token,2026-07-10 16:58:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-API-036 during investigation of DET-T1046-Network_Service_Discovery_66",e05fb99037abef27
EVD-05873,ALT-002541,Registry Modification,2026-07-10 17:16:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-API-036 during investigation of DET-T1046-Network_Service_Discovery_66",5c6259fc0d546795
EVD-05874,ALT-002542,Authentication Token,2026-08-24 04:37:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-CLOUD-149 during investigation of DET-T1567-Exfiltration_Over_Web_Service_70",c847a1c0bbf32839
EVD-05875,ALT-002542,Registry Modification,2026-08-24 04:33:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-CLOUD-149 during investigation of DET-T1567-Exfiltration_Over_Web_Service_70",63f841cdb5fd4340
EVD-05876,ALT-002542,Memory Extraction,2026-08-24 04:31:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-CLOUD-149 during investigation of DET-T1567-Exfiltration_Over_Web_Service_70",8e0dd9778024b1f7
EVD-05877,ALT-002542,Process Tree & Hash,2026-08-24 04:37:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-CLOUD-149 during investigation of DET-T1567-Exfiltration_Over_Web_Service_70",5e1788834c572316
EVD-05878,ALT-002542,PCAP Stream,2026-08-24 04:36:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-CLOUD-149 during investigation of DET-T1567-Exfiltration_Over_Web_Service_70",0e6e5cde44b918fd
EVD-05879,ALT-002544,Memory Extraction,2026-07-18 02:04:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-PAYMENT-034 during investigation of DET-T1046-Network_Service_Discovery_21",c55020b5282f3e6f
EVD-05880,ALT-002544,Process Tree & Hash,2026-07-18 01:55:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-PAYMENT-034 during investigation of DET-T1046-Network_Service_Discovery_21",3ec3400e158852fa
EVD-05881,ALT-002544,PCAP Stream,2026-07-18 01:54:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-PAYMENT-034 during investigation of DET-T1046-Network_Service_Discovery_21",aeaf79e60dd0ea04
EVD-05882,ALT-002544,Authentication Token,2026-07-18 01:56:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-PAYMENT-034 during investigation of DET-T1046-Network_Service_Discovery_21",940c602da44df5b3
EVD-05883,ALT-002544,Registry Modification,2026-07-18 02:02:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-PAYMENT-034 during investigation of DET-T1046-Network_Service_Discovery_21",22fd5600cdabc467
EVD-05884,ALT-002545,Process Tree & Hash,2026-07-26 01:01:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-CLOUD-045 during investigation of DET-T1055-Process_Injection_27",3ef469ed03ec9e6b
EVD-05885,ALT-002545,PCAP Stream,2026-07-26 01:03:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-CLOUD-045 during investigation of DET-T1055-Process_Injection_27",8ca1b80ddff00a43
EVD-05886,ALT-002545,Authentication Token,2026-07-26 01:12:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-CLOUD-045 during investigation of DET-T1055-Process_Injection_27",7087e23622e20e4f
EVD-05887,ALT-002545,Registry Modification,2026-07-26 01:11:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-CLOUD-045 during investigation of DET-T1055-Process_Injection_27",211115cd78130673
EVD-05888,ALT-002550,Process Tree & Hash,2026-08-03 11:42:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-WORKSTATION-131 during investigation of DET-T1053-Scheduled_Task/Job_48",71f06cd4e4e9ff1d
EVD-05889,ALT-002550,PCAP Stream,2026-08-03 11:34:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-WORKSTATION-131 during investigation of DET-T1053-Scheduled_Task/Job_48",54e889515a222cb6
EVD-05890,ALT-002550,Authentication Token,2026-08-03 11:05:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-WORKSTATION-131 during investigation of DET-T1053-Scheduled_Task/Job_48",fdd6d00e771b0aa7
EVD-05891,ALT-002550,Registry Modification,2026-08-03 11:06:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-WORKSTATION-131 during investigation of DET-T1053-Scheduled_Task/Job_48",38ecad59929e925b
EVD-05892,ALT-002552,Authentication Token,2026-06-28 13:45:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-PAYMENT-074 during investigation of DET-T1078-Valid_Accounts_75",229f290335c2dc82
EVD-05893,ALT-002552,Registry Modification,2026-06-28 13:34:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-PAYMENT-074 during investigation of DET-T1078-Valid_Accounts_75",1436bb78c9776947
EVD-05894,ALT-002552,Memory Extraction,2026-06-28 13:44:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-PAYMENT-074 during investigation of DET-T1078-Valid_Accounts_75",3a64b0c4dca62e97
EVD-05895,ALT-002552,Process Tree & Hash,2026-06-28 14:00:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-PAYMENT-074 during investigation of DET-T1078-Valid_Accounts_75",b57ea189c5dbd0a8
EVD-05896,ALT-002558,Registry Modification,2026-08-09 09:25:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-FIREWALL-102 during investigation of DET-T1566-Phishing_77",2717c7643b5869f6
EVD-05897,ALT-002558,Memory Extraction,2026-08-09 09:20:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-FIREWALL-102 during investigation of DET-T1566-Phishing_77",ecdba37012475080
EVD-05898,ALT-002558,Process Tree & Hash,2026-08-09 09:04:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-FIREWALL-102 during investigation of DET-T1566-Phishing_77",9626ecda08a14b4d
EVD-05899,ALT-002559,Memory Extraction,2026-08-30 08:45:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-WORKSTATION-283 during investigation of DET-T1070-Indicator_Removal_on_Host_69",d8ccd403a0ab4fc7
EVD-05900,ALT-002559,Process Tree & Hash,2026-08-30 08:53:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-WORKSTATION-283 during investigation of DET-T1070-Indicator_Removal_on_Host_69",dacfc0d70918634f
EVD-05901,ALT-002559,PCAP Stream,2026-08-30 08:56:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-WORKSTATION-283 during investigation of DET-T1070-Indicator_Removal_on_Host_69",22fb7e92e609ef04
EVD-05902,ALT-002559,Authentication Token,2026-08-30 09:02:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-WORKSTATION-283 during investigation of DET-T1070-Indicator_Removal_on_Host_69",e09bf0935efdf6ee
EVD-05903,ALT-002559,Registry Modification,2026-08-30 09:01:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-WORKSTATION-283 during investigation of DET-T1070-Indicator_Removal_on_Host_69",e8899c62f2b2f259
EVD-05904,ALT-002563,Registry Modification,2026-08-20 19:06:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-API-156 during investigation of DET-T1055-Process_Injection_12",117d6e5e05c4234c
EVD-05905,ALT-002563,Memory Extraction,2026-08-20 19:14:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-API-156 during investigation of DET-T1055-Process_Injection_12",832161cacc5caa1c
EVD-05906,ALT-002563,Process Tree & Hash,2026-08-20 19:11:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-API-156 during investigation of DET-T1055-Process_Injection_12",b4f8a5c09fcf86f4
EVD-05907,ALT-002563,PCAP Stream,2026-08-20 18:54:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-API-156 during investigation of DET-T1055-Process_Injection_12",89e9a9a65b9968cf
EVD-05908,ALT-002563,Authentication Token,2026-08-20 19:13:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-API-156 during investigation of DET-T1055-Process_Injection_12",1e2b90b3318a4c03
EVD-05909,ALT-002564,Memory Extraction,2026-07-25 01:10:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-FIREWALL-350 during investigation of DET-T1190-Exploit_Public-Facing_Application_14",2b5445ae921f985d
EVD-05910,ALT-002564,Process Tree & Hash,2026-07-25 00:43:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-FIREWALL-350 during investigation of DET-T1190-Exploit_Public-Facing_Application_14",d098b60a58942eb1
EVD-05911,ALT-002564,PCAP Stream,2026-07-25 00:47:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-FIREWALL-350 during investigation of DET-T1190-Exploit_Public-Facing_Application_14",415b66ed9bc76969
EVD-05912,ALT-002564,Authentication Token,2026-07-25 01:03:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-FIREWALL-350 during investigation of DET-T1190-Exploit_Public-Facing_Application_14",c320df53b2f9d266
EVD-05913,ALT-002565,Process Tree & Hash,2026-07-10 23:33:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-PAYMENT-098 during investigation of DET-T1059-Command_and_Scripting_Interpreter_91",8ca18812f409762a
EVD-05914,ALT-002565,PCAP Stream,2026-07-10 23:32:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-PAYMENT-098 during investigation of DET-T1059-Command_and_Scripting_Interpreter_91",498d3d24f07c2b77
EVD-05915,ALT-002565,Authentication Token,2026-07-10 23:36:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-PAYMENT-098 during investigation of DET-T1059-Command_and_Scripting_Interpreter_91",3f65850892fb04bf
EVD-05916,ALT-002565,Registry Modification,2026-07-10 23:37:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-PAYMENT-098 during investigation of DET-T1059-Command_and_Scripting_Interpreter_91",86ce3465b5b0f830
EVD-05917,ALT-002565,Memory Extraction,2026-07-10 23:27:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-PAYMENT-098 during investigation of DET-T1059-Command_and_Scripting_Interpreter_91",2dcad561ef64f7ae
EVD-05918,ALT-002566,PCAP Stream,2026-09-07 00:05:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from SRV-DATABASE-265 during investigation of DET-T1059-Command_and_Scripting_Interpreter_76",9c060893f3f218dd
EVD-05919,ALT-002566,Authentication Token,2026-09-07 00:16:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from SRV-DATABASE-265 during investigation of DET-T1059-Command_and_Scripting_Interpreter_76",f937005abfbff777
EVD-05920,ALT-002566,Registry Modification,2026-09-07 00:17:00,Active Directory Security Log 4624,"Verified Registry Modification captured from SRV-DATABASE-265 during investigation of DET-T1059-Command_and_Scripting_Interpreter_76",2f8c49abf8bf637d
EVD-05921,ALT-002569,Memory Extraction,2026-09-08 23:37:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-IDENTITY-263 during investigation of DET-T1566-Phishing_47",4a6f47a992749465
EVD-05922,ALT-002569,Process Tree & Hash,2026-09-08 23:19:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-IDENTITY-263 during investigation of DET-T1566-Phishing_47",5537258160bb6c0f
EVD-05923,ALT-002569,PCAP Stream,2026-09-08 23:18:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-IDENTITY-263 during investigation of DET-T1566-Phishing_47",89b96290bd8c18ea
EVD-05924,ALT-002569,Authentication Token,2026-09-08 23:39:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-IDENTITY-263 during investigation of DET-T1566-Phishing_47",2a750d853a425dd7
EVD-05925,ALT-002569,Registry Modification,2026-09-08 23:32:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-IDENTITY-263 during investigation of DET-T1566-Phishing_47",7d628de37d5a1252
EVD-05926,ALT-002570,Process Tree & Hash,2026-08-18 22:21:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-API-460 during investigation of DET-T1090-Proxy_73",eed604bd73bc27c4
EVD-05927,ALT-002570,PCAP Stream,2026-08-18 22:11:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-API-460 during investigation of DET-T1090-Proxy_73",8ec8a04da80c7aea
EVD-05928,ALT-002570,Authentication Token,2026-08-18 22:10:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-API-460 during investigation of DET-T1090-Proxy_73",6e2c15f671a0a674
EVD-05929,ALT-002570,Registry Modification,2026-08-18 22:12:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-API-460 during investigation of DET-T1090-Proxy_73",9e28b902f5a28066
EVD-05930,ALT-002570,Memory Extraction,2026-08-18 22:16:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-API-460 during investigation of DET-T1090-Proxy_73",3265b8ced1e99128
EVD-05931,ALT-002571,PCAP Stream,2026-08-04 04:43:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from SRV-DOMAIN-232 during investigation of DET-T1562-Impair_Defenses_52",ba21059bf7dad4b1
EVD-05932,ALT-002571,Authentication Token,2026-08-04 04:39:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from SRV-DOMAIN-232 during investigation of DET-T1562-Impair_Defenses_52",bd15e040d3803a60
EVD-05933,ALT-002571,Registry Modification,2026-08-04 04:44:00,Active Directory Security Log 4624,"Verified Registry Modification captured from SRV-DOMAIN-232 during investigation of DET-T1562-Impair_Defenses_52",2c93d485cf89d779
